Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Store.2,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Week of Year,PromotionActive,RandSample
642,1,2013-12-02,5941,653,1,1,0,0,642,c,c,530,4,2005,1,35,2010,"Mar,Jun,Sept,Dec",2013,12,49,"""Yes""",0.790906898
46,4,2013-09-19,3776,517,1,0,0,0,46,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",2013,9,38,"""Yes""",0.120988463
776,3,2013-04-17,3212,426,1,0,0,0,776,c,a,700,4,2009,1,14,2011,"Jan,Apr,Jul,Oct",2013,4,16,"""Yes""",0.460764979
139,2,2013-04-23,7716,576,1,1,0,0,139,a,a,1700,1,2008,1,14,2011,"Jan,Apr,Jul,Oct",2013,4,17,"""Yes""",0.523736517
591,1,2013-07-22,4956,492,1,0,0,0,591,a,c,3340,,,1,22,2012,"Mar,Jun,Sept,Dec",2013,7,30,"""Yes""",0.990991362
260,2,2013-07-30,6754,937,1,1,0,1,260,a,a,540,10,2011,0,,,,2013,7,31,"""Yes""",0.001225474
1045,1,2013-06-03,10592,1315,1,1,0,0,1045,a,c,26990,12,2013,0,,,,2013,6,23,"""Yes""",0.388510316
741,5,2013-03-08,6647,777,1,1,0,0,741,d,c,11900,,,0,,,,2013,3,10,"""Yes""",0.900075006
865,1,2013-07-08,5366,563,1,0,0,0,865,d,c,2640,,,0,,,,2013,7,28,"""No""",0.558753365
464,1,2013-06-24,9735,1205,1,0,0,1,464,c,a,520,3,2009,0,,,,2013,6,26,"""No""",0.569322096
1086,4,2013-02-28,9049,1038,1,0,0,0,1086,a,a,180,11,2013,1,18,2011,"Feb,May,Aug,Nov",2013,2,9,"""Yes""",0.510521444
1076,5,2013-12-27,3807,555,1,0,0,1,1076,a,c,90,,,1,1,2013,"Jan,Apr,Jul,Oct",2013,12,52,"""Yes""",0.53552806
209,6,2013-06-15,4144,458,1,0,0,0,209,a,c,11680,9,2011,1,31,2013,"Jan,Apr,Jul,Oct",2013,6,24,"""Yes""",0.010254574
429,1,2013-12-23,12543,952,1,0,0,1,429,d,c,16350,7,2005,1,31,2013,"Jan,Apr,Jul,Oct",2013,12,52,"""Yes""",0.686100589
1075,3,2013-12-18,12737,1176,1,1,0,0,1075,a,c,1410,10,2013,0,,,,2013,12,51,"""Yes""",0.522081948
761,4,2013-01-10,8403,943,1,1,0,0,761,a,a,2390,9,2012,0,,,,2013,1,2,"""Yes""",0.897286823
749,1,2013-10-14,4333,575,1,0,0,1,749,a,a,3410,8,2011,1,14,2015,"Jan,Apr,Jul,Oct",2013,10,42,"""Yes""",0.907432139
933,2,2013-08-20,6752,924,1,0,0,1,933,a,c,6270,2,2005,0,,,,2013,8,34,"""No""",0.273083206
434,1,2013-03-25,10857,753,1,1,0,1,434,a,a,13020,8,2003,1,40,2014,"Jan,Apr,Jul,Oct",2013,3,13,"""Yes""",0.991617899
151,5,2013-03-22,7778,720,1,1,0,0,151,d,c,4360,10,2005,0,,,,2013,3,12,"""Yes""",0.01861388
953,4,2013-12-05,9091,764,1,1,0,0,953,a,a,19830,4,2006,1,22,2011,"Mar,Jun,Sept,Dec",2013,12,49,"""Yes""",0.242971029
114,1,2013-09-30,4596,575,1,0,0,0,114,c,a,4510,,,1,48,2011,"Mar,Jun,Sept,Dec",2013,9,40,"""Yes""",0.530831352
173,5,2013-01-11,9461,1160,1,1,0,0,173,a,a,350,12,2012,0,,,,2013,1,2,"""Yes""",0.943491724
865,6,2013-04-13,7449,689,1,0,0,0,865,d,c,2640,,,0,,,,2013,4,15,"""No""",0.239839005
235,4,2013-08-08,4670,474,1,0,0,1,235,a,a,5710,3,2012,1,37,2009,"Jan,Apr,Jul,Oct",2013,8,32,"""Yes""",0.857248494
165,1,2013-08-05,3937,423,1,0,0,1,165,a,a,3720,4,2005,1,13,2010,"Jan,Apr,Jul,Oct",2013,8,32,"""Yes""",0.9080121
559,5,2013-08-09,4755,705,1,0,0,1,559,d,a,3910,11,2006,1,5,2013,"Feb,May,Aug,Nov",2013,8,32,"""Yes""",0.657465044
296,1,2013-09-23,8832,957,1,1,0,0,296,a,a,9580,5,2007,1,45,2014,"Feb,May,Aug,Nov",2013,9,39,"""Yes""",0.878178654
891,4,2013-04-25,6597,953,1,1,0,0,891,a,c,350,,,1,31,2013,"Feb,May,Aug,Nov",2013,4,17,"""Yes""",0.205744785
224,1,2013-12-09,6010,425,1,0,0,0,224,d,c,7930,,,1,1,2013,"Jan,Apr,Jul,Oct",2013,12,50,"""Yes""",0.237496779
521,4,2013-04-18,3716,351,1,0,0,0,521,d,a,18610,11,2002,1,48,2011,"Mar,Jun,Sept,Dec",2013,4,16,"""Yes""",0.04627701
954,5,2013-05-03,8150,1038,1,1,0,0,954,a,a,390,2,2013,1,10,2014,"Jan,Apr,Jul,Oct",2013,5,18,"""Yes""",0.434001951
1090,4,2013-01-31,5839,797,1,0,0,0,1090,a,a,330,,,1,14,2011,"Jan,Apr,Jul,Oct",2013,1,5,"""Yes""",0.574456822
246,6,2013-04-06,5970,839,1,0,0,0,246,c,a,4660,4,2013,0,,,,2013,4,14,"""No""",0.031761436
256,4,2013-10-24,9420,1242,1,1,0,1,256,a,c,80,9,2005,1,10,2014,"Mar,Jun,Sept,Dec",2013,10,43,"""Yes""",0.920277623
192,3,2013-05-29,8390,633,1,1,0,1,192,d,c,2770,3,2008,1,40,2014,"Jan,Apr,Jul,Oct",2013,5,22,"""Yes""",0.853485955
181,3,2013-03-27,7995,787,1,1,0,1,181,a,a,12610,3,2013,1,14,2011,"Jan,Apr,Jul,Oct",2013,3,13,"""Yes""",0.410851345
85,4,2013-02-28,5970,900,1,0,0,0,85,b,a,1870,10,2011,0,,,,2013,2,9,"""No""",0.476446069
63,6,2013-03-16,7177,696,1,0,0,0,63,c,c,3700,6,2010,1,18,2010,"Feb,May,Aug,Nov",2013,3,11,"""Yes""",0.319687182
256,4,2013-11-14,7618,1038,1,0,0,0,256,a,c,80,9,2005,1,10,2014,"Mar,Jun,Sept,Dec",2013,11,46,"""Yes""",0.895245974
132,5,2013-06-21,6530,624,1,1,0,0,132,d,c,1040,,,1,27,2012,"Jan,Apr,Jul,Oct",2013,6,25,"""Yes""",0.474671731
82,1,2013-10-21,12031,1073,1,1,0,1,82,a,a,22390,4,2008,1,37,2009,"Jan,Apr,Jul,Oct",2013,10,43,"""Yes""",0.543906902
763,3,2013-10-23,5442,572,1,1,0,0,763,d,c,32240,3,2010,0,,,,2013,10,43,"""Yes""",0.490501054
399,3,2013-10-02,4376,539,1,0,0,0,399,a,a,5360,9,2012,1,40,2011,"Jan,Apr,Jul,Oct",2013,10,40,"""Yes""",0.175877194
714,5,2013-05-31,5219,367,1,1,0,1,714,d,c,12070,10,2005,1,10,2013,"Jan,Apr,Jul,Oct",2013,5,22,"""Yes""",0.679469163
974,6,2013-06-08,8224,1218,1,0,0,0,974,a,a,150,3,2011,1,40,2014,"Jan,Apr,Jul,Oct",2013,6,23,"""Yes""",0.928108284
421,1,2013-07-01,14590,1353,1,1,0,1,421,c,c,3530,6,2012,1,35,2012,"Mar,Jun,Sept,Dec",2013,7,27,"""Yes""",0.401732614
816,2,2013-12-17,8048,995,1,1,0,0,816,c,c,460,,,0,,,,2013,12,51,"""Yes""",0.753819875
664,5,2013-12-27,5797,710,1,0,0,1,664,d,c,1680,10,2005,0,,,,2013,12,52,"""No""",0.584959854
288,5,2013-04-05,4790,397,1,0,0,1,288,d,a,800,,,1,14,2011,"Mar,Jun,Sept,Dec",2013,4,14,"""Yes""",0.781605695
850,1,2013-10-07,9709,903,1,1,0,0,850,d,a,1120,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",2013,10,41,"""Yes""",0.044508032
608,1,2013-07-01,12727,1228,1,1,0,0,608,a,c,18370,2,2013,1,14,2011,"Jan,Apr,Jul,Oct",2013,7,27,"""Yes""",0.843616292
572,2,2013-10-01,4249,410,1,0,0,0,572,d,c,9230,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",2013,10,40,"""Yes""",0.540138767
504,5,2013-11-29,9174,1105,1,0,0,0,504,c,c,820,,,0,,,,2013,11,48,"""No""",0.89875846
867,2,2013-10-08,4997,413,1,1,0,1,867,d,c,21810,9,2012,0,,,,2013,10,41,"""Yes""",0.810679775
511,1,2013-08-12,6667,946,1,1,0,0,511,a,a,2060,9,2009,0,,,,2013,8,33,"""Yes""",0.51073187
647,6,2013-02-23,3573,476,1,0,0,0,647,a,c,7420,4,2013,0,,,,2013,2,8,"""No""",0.811119304
435,5,2013-03-22,3782,442,1,1,0,0,435,a,a,910,,,0,,,,2013,3,12,"""Yes""",0.749084413
69,2,2013-01-22,10379,1197,1,1,0,0,69,c,c,1130,,,1,40,2011,"Jan,Apr,Jul,Oct",2013,1,4,"""Yes""",0.214365854
849,3,2013-11-27,8234,916,1,0,0,0,849,c,c,5000,,,0,,,,2013,11,48,"""No""",0.135201483
1076,4,2013-01-17,2595,411,1,0,0,0,1076,a,c,90,,,1,1,2013,"Jan,Apr,Jul,Oct",2013,1,3,"""Yes""",0.346511498
698,1,2013-07-01,20162,2142,1,1,0,1,698,a,a,1790,5,2011,0,,,,2013,7,27,"""Yes""",0.70671747
878,5,2013-09-06,6769,677,1,0,0,0,878,d,c,1100,12,2014,0,,,,2013,9,36,"""No""",0.482049009
544,6,2013-12-07,10506,1565,1,0,0,0,544,a,a,250,12,2001,1,13,2010,"Jan,Apr,Jul,Oct",2013,12,49,"""Yes""",0.127586499
752,5,2013-08-16,5508,516,1,1,0,1,752,a,a,970,3,2013,1,31,2013,"Feb,May,Aug,Nov",2013,8,33,"""Yes""",0.369998664
458,3,2013-06-19,7285,658,1,1,0,0,458,c,a,3390,,,0,,,,2013,6,25,"""Yes""",0.607290072
190,1,2013-07-22,6030,613,1,0,0,0,190,a,a,1470,12,2006,1,40,2014,"Jan,Apr,Jul,Oct",2013,7,30,"""Yes""",0.354717875
162,4,2013-02-14,5802,483,1,0,0,0,162,d,c,5340,3,2012,1,13,2010,"Jan,Apr,Jul,Oct",2013,2,7,"""Yes""",0.531004515
1073,5,2013-03-22,7507,952,1,1,0,0,1073,a,c,1710,,,1,44,2012,"Jan,Apr,Jul,Oct",2013,3,12,"""Yes""",0.095956361
774,2,2013-09-10,6250,772,1,1,0,0,774,a,c,640,9,2013,0,,,,2013,9,37,"""Yes""",0.071941865
1062,6,2013-10-19,4490,461,1,0,0,0,1062,d,a,190,9,2012,1,40,2012,"Feb,May,Aug,Nov",2013,10,42,"""Yes""",0.506934494
983,3,2013-02-27,8617,1282,1,0,0,0,983,a,a,40,3,2014,1,1,2014,"Jan,Apr,Jul,Oct",2013,2,9,"""Yes""",0.56836207
406,5,2013-06-21,5329,435,1,1,0,0,406,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov",2013,6,25,"""Yes""",0.012011429
125,4,2013-02-07,11962,1592,1,1,0,1,125,a,a,760,12,2005,0,,,,2013,2,6,"""Yes""",0.66486374
461,6,2013-05-18,5434,536,1,0,0,0,461,d,c,1790,7,2013,1,40,2013,"Jan,Apr,Jul,Oct",2013,5,20,"""Yes""",0.931985763
4,4,2013-11-21,9256,1254,1,1,0,0,4,c,c,620,9,2009,0,,,,2013,11,47,"""Yes""",0.53065997
369,3,2013-12-18,10706,767,1,1,0,0,369,d,c,5870,4,2014,0,,,,2013,12,51,"""Yes""",0.279121939
198,2,2013-09-17,1977,333,1,0,0,0,198,a,a,290,9,2002,1,13,2010,"Jan,Apr,Jul,Oct",2013,9,38,"""Yes""",0.923127615
517,4,2013-07-18,6078,664,1,1,0,1,517,a,c,22490,,,0,,,,2013,7,29,"""Yes""",0.82838732
784,4,2013-12-05,10833,1034,1,1,0,0,784,a,a,560,10,2014,1,10,2014,"Jan,Apr,Jul,Oct",2013,12,49,"""Yes""",0.473659104
989,4,2013-11-07,5937,614,1,1,0,0,989,a,a,1640,6,2006,1,40,2011,"Jan,Apr,Jul,Oct",2013,11,45,"""Yes""",0.979543649
990,4,2013-11-21,8352,694,1,1,0,0,990,d,a,20930,,,0,,,,2013,11,47,"""Yes""",0.53348402
757,1,2013-05-13,7689,608,1,1,0,0,757,a,c,3450,,,0,,,,2013,5,20,"""Yes""",0.762858858
733,2,2013-06-25,13129,3109,1,0,0,0,733,b,b,860,10,1999,0,,,,2013,6,26,"""No""",0.767474868
726,6,2013-05-25,4678,502,1,0,0,0,726,a,c,40540,2,2002,0,,,,2013,5,21,"""No""",0.583165167
442,2,2013-08-27,4692,480,1,1,0,1,442,c,a,500,,,1,45,2009,"Feb,May,Aug,Nov",2013,8,35,"""Yes""",0.674107609
489,1,2013-07-08,6367,681,1,0,0,0,489,a,a,14960,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2013,7,28,"""Yes""",0.058373023
34,4,2013-09-26,7758,930,1,1,0,0,34,c,a,2240,9,2009,0,,,,2013,9,39,"""Yes""",0.832712949
1035,4,2013-01-31,5340,687,1,0,0,0,1035,a,a,27150,,,0,,,,2013,1,5,"""No""",0.274278345
1018,5,2013-07-12,9729,1243,1,0,0,1,1018,c,c,140,9,2012,0,,,,2013,7,28,"""No""",0.676751877
881,2,2013-05-21,3811,670,1,0,0,1,881,a,a,180,3,2008,1,31,2013,"Feb,May,Aug,Nov",2013,5,21,"""Yes""",0.547618428
829,1,2013-12-09,6247,863,1,0,0,0,829,c,a,110,,,0,,,,2013,12,50,"""No""",0.551463791
842,1,2013-04-22,18608,1204,1,1,0,0,842,d,c,1200,11,2007,0,,,,2013,4,17,"""Yes""",0.160645426
364,6,2013-02-23,1412,213,1,0,0,0,364,a,c,13620,,,1,10,2014,"Mar,Jun,Sept,Dec",2013,2,8,"""Yes""",0.618657038
640,5,2013-02-15,8835,741,1,0,0,0,640,d,c,8040,,,0,,,,2013,2,7,"""No""",0.063248066
968,2,2013-07-02,8477,1016,1,1,0,0,968,c,a,1190,,,0,,,,2013,7,27,"""Yes""",0.36209629
104,3,2013-11-13,8654,1195,1,0,0,0,104,a,a,390,6,2009,0,,,,2013,11,46,"""No""",0.732309104
598,3,2013-04-10,5624,730,1,1,0,0,598,c,a,550,12,2013,1,40,2014,"Jan,Apr,Jul,Oct",2013,4,15,"""Yes""",0.381915699
767,2,2013-05-21,5381,588,1,0,0,0,767,a,c,13080,,,0,,,,2013,5,21,"""No""",0.430302003
813,6,2013-07-06,4736,515,1,0,0,0,813,a,a,1560,9,2003,0,,,,2013,7,27,"""No""",0.27087134
742,5,2013-09-06,6302,805,1,0,0,0,742,d,c,4380,,,0,,,,2013,9,36,"""No""",0.853848972
945,1,2013-03-18,3929,523,1,1,0,0,945,a,c,12480,3,2011,0,,,,2013,3,12,"""Yes""",0.66201289
431,5,2013-12-06,9326,956,1,1,0,0,431,d,c,4520,,,0,,,,2013,12,49,"""Yes""",0.648681505
932,3,2013-07-24,6639,738,1,0,0,0,932,a,a,15700,,,1,13,2010,"Jan,Apr,Jul,Oct",2013,7,30,"""Yes""",0.563867017
129,3,2013-02-06,10496,1241,1,1,0,0,129,a,a,2460,,,1,14,2011,"Jan,Apr,Jul,Oct",2013,2,6,"""Yes""",0.277434673
1018,3,2013-10-02,10762,1389,1,0,0,1,1018,c,c,140,9,2012,0,,,,2013,10,40,"""No""",0.015796893
737,6,2013-01-19,3582,616,1,0,0,0,737,a,a,100,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",2013,1,3,"""Yes""",0.804165086
622,3,2013-10-16,3782,393,1,0,0,1,622,a,c,10000,,,0,,,,2013,10,42,"""No""",0.287248844
32,3,2013-10-30,4629,582,1,0,0,1,32,a,a,2910,,,1,45,2009,"Feb,May,Aug,Nov",2013,10,44,"""Yes""",0.91035451
578,2,2013-08-20,7783,810,1,0,0,0,578,d,a,12700,4,2013,0,,,,2013,8,34,"""No""",0.032411344
3,2,2013-04-02,5856,802,1,0,0,1,3,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",2013,4,14,"""Yes""",0.531480537
811,1,2013-12-30,6749,1068,1,0,0,1,811,a,a,410,9,2012,0,,,,2013,12,53,"""No""",0.419685753
573,2,2013-06-04,4951,429,1,1,0,0,573,a,a,1190,11,2012,1,36,2013,"Jan,Apr,Jul,Oct",2013,6,23,"""Yes""",0.040300075
435,6,2013-08-31,2226,265,1,0,0,0,435,a,a,910,,,0,,,,2013,8,35,"""No""",0.56399309
524,1,2013-10-07,11036,1089,1,1,0,1,524,a,c,40860,9,2013,0,,,,2013,10,41,"""Yes""",0.119172455
870,3,2013-01-02,6858,871,1,0,0,1,870,a,a,780,4,2009,0,,,,2013,1,1,"""No""",0.555144843
873,3,2013-05-22,3565,449,1,0,0,1,873,a,a,2040,11,2008,0,,,,2013,5,21,"""No""",0.963306128
959,6,2013-06-29,4831,470,1,0,0,0,959,a,c,1060,12,2005,0,,,,2013,6,26,"""No""",0.288648928
903,4,2013-02-14,10290,710,1,0,0,1,903,d,c,7290,9,2014,0,,,,2013,2,7,"""No""",0.906633542
52,1,2013-09-02,6597,480,1,0,0,1,52,d,c,450,4,2014,1,39,2010,"Jan,Apr,Jul,Oct",2013,9,36,"""Yes""",0.021337737
596,3,2013-08-28,4380,661,1,1,0,0,596,c,a,290,9,2006,0,,,,2013,8,35,"""Yes""",0.762288439
568,2,2013-03-12,2128,200,1,0,0,0,568,d,c,4270,,,1,1,2013,"Jan,Apr,Jul,Oct",2013,3,11,"""Yes""",0.242904118
31,6,2013-06-29,5114,572,1,0,0,0,31,d,c,9800,7,2012,0,,,,2013,6,26,"""No""",0.535853861
927,3,2013-05-15,6469,858,1,1,0,0,927,a,a,480,,,0,,,,2013,5,20,"""Yes""",0.96651365
126,6,2013-05-18,5595,554,1,0,0,0,126,d,a,3370,10,2014,1,18,2011,"Feb,May,Aug,Nov",2013,5,20,"""Yes""",0.930272997
67,5,2013-09-06,5173,615,1,0,0,1,67,a,c,410,2,2006,0,,,,2013,9,36,"""No""",0.01523439
515,1,2013-07-15,10880,841,1,1,0,0,515,d,c,11260,,,1,9,2011,"Feb,May,Aug,Nov",2013,7,29,"""Yes""",0.393290043
286,4,2013-11-28,3825,411,1,0,0,0,286,a,a,1460,4,2015,0,,,,2013,11,48,"""No""",0.952620704
275,2,2013-02-05,9551,881,1,1,0,0,275,d,a,300,5,2014,1,40,2014,"Jan,Apr,Jul,Oct",2013,2,6,"""Yes""",0.564263218
624,2,2013-05-28,8040,743,1,1,0,0,624,a,c,6920,9,2011,0,,,,2013,5,22,"""Yes""",0.627333069
254,5,2013-03-08,3238,293,1,1,0,0,254,d,a,330,3,2008,1,1,2012,"Mar,Jun,Sept,Dec",2013,3,10,"""Yes""",0.460974099
725,6,2013-11-02,5495,619,1,0,0,0,725,d,c,17540,6,2012,0,,,,2013,11,44,"""No""",0.848262352
56,4,2013-07-18,5714,387,1,1,0,1,56,d,c,6620,3,2012,1,10,2014,"Mar,Jun,Sept,Dec",2013,7,29,"""Yes""",0.615516083
491,4,2013-08-08,5337,437,1,0,0,1,491,d,c,4680,,,1,22,2012,"Mar,Jun,Sept,Dec",2013,8,32,"""Yes""",0.798001318
503,4,2013-09-12,7684,525,1,1,0,0,503,d,c,13080,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",2013,9,37,"""Yes""",0.469146875
20,3,2013-09-25,7841,914,1,1,0,0,20,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",2013,9,39,"""Yes""",0.707110277
671,1,2013-09-30,7071,705,1,0,0,0,671,a,c,2070,2,2008,1,39,2010,"Jan,Apr,Jul,Oct",2013,9,40,"""Yes""",0.996438594
333,6,2013-07-06,7312,1009,1,0,0,0,333,a,c,3720,2,2010,0,,,,2013,7,27,"""No""",0.798845112
85,2,2013-08-06,5675,876,1,0,0,0,85,b,a,1870,10,2011,0,,,,2013,8,32,"""No""",0.637316379
115,2,2013-02-05,7081,502,1,1,0,0,115,d,c,5740,4,2007,1,40,2014,"Jan,Apr,Jul,Oct",2013,2,6,"""Yes""",0.083339697
60,6,2013-08-10,4274,403,1,0,0,0,60,d,c,5540,10,2009,0,,,,2013,8,32,"""No""",0.335710475
1108,3,2013-06-19,6131,597,1,1,0,0,1108,a,a,540,4,2004,0,,,,2013,6,25,"""Yes""",0.048478894
240,4,2013-01-31,4527,432,1,0,0,0,240,a,a,1110,5,2009,0,,,,2013,1,5,"""No""",0.025713283
683,5,2013-04-12,10588,954,1,1,0,0,683,a,a,2850,7,2014,0,,,,2013,4,15,"""Yes""",0.0223576
652,6,2013-05-25,4329,505,1,0,0,0,652,a,a,20390,,,0,,,,2013,5,21,"""No""",0.771113149
282,2,2013-03-26,5125,717,1,1,0,1,282,a,a,1220,12,2010,0,,,,2013,3,13,"""Yes""",0.291706303
471,3,2013-08-28,6675,529,1,1,0,1,471,d,a,5300,,,1,45,2009,"Feb,May,Aug,Nov",2013,8,35,"""Yes""",0.981435219
945,1,2013-09-30,4409,600,1,0,0,0,945,a,c,12480,3,2011,0,,,,2013,9,40,"""No""",0.729607705
676,6,2013-11-09,4527,1058,1,0,0,0,676,b,b,1410,9,2008,0,,,,2013,11,45,"""No""",0.138702066
851,2,2013-12-24,5766,512,1,0,0,1,851,d,c,2330,,,1,49,2014,"Mar,Jun,Sept,Dec",2013,12,52,"""Yes""",0.099183151
974,3,2013-09-11,17605,1746,1,1,0,1,974,a,a,150,3,2011,1,40,2014,"Jan,Apr,Jul,Oct",2013,9,37,"""Yes""",0.619386789
997,5,2013-08-02,5734,441,1,1,0,1,997,d,c,5840,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",2013,8,31,"""Yes""",0.04939336
560,5,2013-03-01,13366,1749,1,0,0,0,560,c,c,1910,7,2013,0,,,,2013,3,9,"""No""",0.389871934
840,3,2013-04-17,6129,995,1,0,0,0,840,a,a,1070,9,2009,0,,,,2013,4,16,"""No""",0.708947854
1023,4,2013-09-05,4036,503,1,0,0,0,1023,c,a,3740,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",2013,9,36,"""Yes""",0.689217871
689,6,2013-11-16,5615,599,1,0,0,0,689,d,a,15040,10,2004,0,,,,2013,11,46,"""No""",0.620458701
480,5,2013-10-25,4821,646,1,1,0,0,480,a,a,300,11,2012,0,,,,2013,10,43,"""Yes""",0.510132414
830,2,2013-02-26,4526,466,1,0,0,0,830,a,c,6320,,,1,5,2011,"Jan,Apr,Jul,Oct",2013,2,9,"""Yes""",0.636705312
422,2,2013-05-28,4856,470,1,1,0,0,422,a,c,2880,,,0,,,,2013,5,22,"""Yes""",0.489038294
253,1,2013-08-12,10784,1146,1,1,0,1,253,a,c,250,,,1,5,2013,"Feb,May,Aug,Nov",2013,8,33,"""Yes""",0.043556931
315,6,2013-02-02,2578,263,1,0,0,0,315,a,c,38710,4,2013,0,,,,2013,2,5,"""No""",0.6007016
80,4,2013-08-15,7479,551,1,1,0,1,80,d,a,7910,,,0,,,,2013,8,33,"""Yes""",0.378373396
900,4,2013-04-04,4691,492,1,0,0,1,900,a,a,3920,4,2005,1,40,2014,"Jan,Apr,Jul,Oct",2013,4,14,"""Yes""",0.694604242
992,4,2013-01-03,4881,662,1,0,0,1,992,a,a,2480,7,1990,0,,,,2013,1,1,"""No""",0.639631948
682,5,2013-05-10,11231,1882,1,0,0,1,682,b,a,150,9,2006,0,,,,2013,5,19,"""No""",0.5518459
29,1,2013-07-08,4809,486,1,0,0,0,29,d,c,2170,,,0,,,,2013,7,28,"""No""",0.109059241
380,4,2013-08-29,14005,1382,1,1,0,1,380,a,a,2240,5,2013,1,10,2014,"Mar,Jun,Sept,Dec",2013,8,35,"""Yes""",0.020635347
14,3,2013-08-07,4410,536,1,0,0,1,14,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",2013,8,32,"""Yes""",0.323333123
782,3,2013-11-13,4071,427,1,0,0,0,782,c,c,5390,8,2003,1,1,2012,"Jan,Apr,Jul,Oct",2013,11,46,"""Yes""",0.152925755
17,6,2013-03-02,3131,421,1,0,0,0,17,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",2013,3,9,"""Yes""",0.067346229
307,2,2013-06-18,3233,378,1,1,0,0,307,a,a,18660,9,2002,0,,,,2013,6,25,"""Yes""",0.257099074
477,1,2013-07-08,4818,416,1,0,0,0,477,d,a,770,7,2010,1,35,2010,"Jan,Apr,Jul,Oct",2013,7,28,"""Yes""",0.554484806
203,5,2013-11-22,6254,806,1,1,0,0,203,c,c,490,11,2002,0,,,,2013,11,47,"""Yes""",0.54993003
662,1,2013-11-11,6314,696,1,0,0,0,662,d,a,1070,,,0,,,,2013,11,46,"""No""",0.937465035
837,1,2013-02-04,2396,354,1,1,0,0,837,a,c,14600,4,2015,0,,,,2013,2,6,"""Yes""",0.66163143
489,3,2013-03-20,8970,816,1,1,0,0,489,a,a,14960,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2013,3,12,"""Yes""",0.935738346
1026,5,2013-04-19,7889,1178,1,0,0,0,1026,c,a,450,6,2011,1,48,2012,"Mar,Jun,Sept,Dec",2013,4,16,"""Yes""",0.512749302
182,2,2013-10-22,4211,337,1,1,0,1,182,d,c,1390,,,1,9,2011,"Mar,Jun,Sept,Dec",2013,10,43,"""Yes""",0.392093708
212,1,2013-12-30,6363,623,1,0,0,1,212,a,c,15050,9,2008,0,,,,2013,12,53,"""No""",0.444725805
540,6,2013-02-09,4483,332,1,0,0,0,540,d,c,810,,,1,48,2012,"Jan,Apr,Jul,Oct",2013,2,6,"""Yes""",0.539666067
219,5,2013-12-13,3403,422,1,0,0,0,219,a,a,1640,2,2013,0,,,,2013,12,50,"""No""",0.162104116
1053,6,2013-11-23,6424,828,1,0,0,0,1053,a,a,1710,7,2015,0,,,,2013,11,47,"""No""",0.122080256
126,1,2013-09-30,13614,562,1,0,0,0,126,d,a,3370,10,2014,1,18,2011,"Feb,May,Aug,Nov",2013,9,40,"""Yes""",0.426530992
405,1,2013-01-14,3572,416,1,0,0,0,405,a,a,1080,4,2008,1,14,2011,"Jan,Apr,Jul,Oct",2013,1,3,"""Yes""",0.24579436
632,1,2013-03-18,6815,881,1,1,0,0,632,a,a,3350,2,2010,0,,,,2013,3,12,"""Yes""",0.12904308
58,6,2013-02-02,5543,464,1,0,0,0,58,a,c,7340,5,2008,1,27,2012,"Jan,Apr,Jul,Oct",2013,2,5,"""Yes""",0.202614444
108,1,2013-12-02,15315,1083,1,1,0,0,108,d,c,2190,9,2003,0,,,,2013,12,49,"""Yes""",0.523597909
760,5,2013-08-09,6605,1182,1,0,0,0,760,a,a,560,1,2011,0,,,,2013,8,32,"""No""",0.903677695
999,5,2013-11-22,11898,841,1,1,0,0,999,d,c,15140,2,2002,1,37,2009,"Jan,Apr,Jul,Oct",2013,11,47,"""Yes""",0.039305174
353,3,2013-07-24,4081,1262,1,0,0,0,353,b,b,900,,,1,14,2013,"Feb,May,Aug,Nov",2013,7,30,"""Yes""",0.633187536
790,1,2013-04-15,5141,527,1,0,0,0,790,d,c,9070,12,2003,0,,,,2013,4,16,"""No""",0.848903454
737,3,2013-04-03,5226,866,1,0,0,1,737,a,a,100,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",2013,4,14,"""Yes""",0.120013816
1012,6,2013-06-29,7715,653,1,0,0,0,1012,d,c,6330,6,2004,1,39,2010,"Jan,Apr,Jul,Oct",2013,6,26,"""Yes""",0.501635546
517,5,2013-08-02,6051,702,1,1,0,1,517,a,c,22490,,,0,,,,2013,8,31,"""Yes""",0.757168091
